unique_event_ID,location_name,location_name_ar,geo_longitude,geo_latitude,geo_accuracy,date_time,event_summary,event_summary_ar,type_of_violation,weapons_used,sources,sources_ar,embedded_videos,youtube_id_video,url_links,photos,files,number_1: *RENAME*,number_2: *RENAME*,number_3: *RENAME*,number_4: *RENAME*,number_5: *RENAME*,tag_1: *RENAME*,tag_2: *RENAME*,tag_3: *RENAME*,tag_4: *RENAME*,tag_5: *RENAME*,boolean_1: *RENAME*,boolean_2: *RENAME*,boolean_3: *RENAME*,boolean_4: *RENAME*,boolean_5: *RENAME*,Column,Column2,Column3,Column4,media_available,COMMENTS / QUERIES
CW_1001,Ayn Tarma,عين ترما,36.3499285,33.5123488,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,حالات الإغماء جراء القصف الكيماوي,Use of illegal weapons,Sarin Gas,Al-Marj Media Office,المكتب الإعلامي في منطقة المرج,http://syriantechies.com/files/videoapiresults/c.m.o_algota_UC6XYRCSS42vzZyFBLo7tprw/e5Ss14Q0MwY%d8%ad%d8%a7%d9%84%d8%a9%20%d8%a5%d8%ba%d9%85%d8%a7%d8%a1%20%d8%ac%d8%b1%d8%a7%d8%a1%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%ba%d9%88%d8%b7%d8%a9%20%d8%a7%d9%84%d8%b4%d8%b1%d9%82%d9%8a%d8%a9%20%d8%a8%d8%a7%d9%84%d9%83%d9%8a%d9%85%d8%a7%d9%88%d9%8a.mp4,e5Ss14Q0MwY,https://www.youtube.com/user/cmoAlghota,,,,,,,,,,,,,,,,,,,,,,,
CW_1002,Ayn Tarma,عين ترما,36.3499285,33.5123488,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,حالات تشنج ناتجة عن الاصابة بالمواد الكيماوية,Use of illegal weapons,Sarin Gas,Al-Marj Media Office,المكتب الإعلامي في منطقة المرج,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/حالة%20تشنج%20ناتجة%20عن%20الاصابة%20بالمواد%20الكيماوية%20في%20الغوطة%20الشرقية-gxsCwe43nPg.mp4,gxsCwe43nPg,https://www.youtube.com/user/cmoAlghota,,,,,,,,,,,,,,,,,,,,,,,
CW_1003,Ayn Tarma,عين ترما,36.3499285,33.5123488,APPROXIMATE,08/21/13 12:00 AM,Child casualties of chemical attack,إختناق طفل نتيجة القصف بغاز السارين,Use of illegal weapons,Sarin Gas,Coordinating Ayn Tarma,تنسيقية عين ترما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82_%D8%B9%D9%8A%D9%86%20%D8%AA%D8%B1%D9%85%D8%A7_%D8%A7%D8%AE%D8%AA%D9%86%D8%A7%D9%82%20%D8%B7%D9%81%D9%84%20%D9%86%D8%AA%D9%8A%D8%AC%D8%A9%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D8%B1%D9%8A%D9%8621-8-2013-SHhTn6XXwS4.mp4,SHhTn6XXwS4,https://www.youtube.com/user/syrefree,,,,,,,,,,,,,,,,,,,,,,,
CW_1004,Ayn Tarma,عين ترما,36.3499285,33.5123488,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,الإصابات نتيجة القصف الكيماوي على عين ترما,Use of illegal weapons,Sarin Gas,Coordinating Ayn Tarma,تنسيقية عين ترما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82_%D8%B9%D9%8A%D9%86%20%D8%AA%D8%B1%D9%85%D8%A7_%D8%B9%D8%B4%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1%20%D9%88%D8%AD%D8%A7%D9%84%D8%A7%D8%AA%20%D8%B0%D8%B9%D8%B1%20%D9%86%D8%AA%D9%8A%D8%AC%D8%A9%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%AF%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A921-8-2013-34ayUjjpIsA.mp4,ayUjjpIsA,https://www.youtube.com/user/syrefree,,,,,,,,,,,,,,,,,,,,,,,
CW_1125,Ayn Tarma,عين ترما,36.3499285,33.5123488,APPROXIMATE,08/21/13 12:00 AM,Child casualty of chemical attack,طفل متأثر نتيجة القصف الكيماوي,Use of illegal weapons,Sarin Gas,Al-Marj Media Office,المكتب الاعلامي منطقة المرج,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D8%B6%D9%87%D9%88%D8%B1%20%D8%A3%D8%B9%D8%B1%D8%A7%D8%B6%20%D8%A7%D9%84%D8%A7%D8%B5%D8%A7%D8%A8%D8%A9%20%D8%A8%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%20%D9%84%D8%A3%D8%AD%D8%AF%20%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84-zaJBBOnucXA.mp4,zaJBBOnucXA,https://www.youtube.com/user/cmoAlghota,,,,,,,,,,,,,,,,,,,,,,,
CW_1005,Daraya,داريا,36.246869,33.452208,APPROXIMATE,08/21/13 12:00 AM,Testimony of field hospital doctor on chemical attack,شهادة طبيب من المشفى الميداني حول استخدام الأسلحة الكيميائية,Use of illegal weapons,Sarin Gas,Daraya Media Office,المركز الإعلامي لمدينة داريا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/داريا%20شهادة%20طبيب%20من%20المشفى%20الميداني%20حول%20%20استخدام%20الأسلحة%20الكيميائية%2021-8-2013-Ude2OMpyX6g.mp4,Ude2OMpyX6g,https://www.youtube.com/user/DaryaRevlution,,,,,,,,,,,,,,,,,,,,,,,
CW_1006,Daraya,داريا,36.246869,33.452208,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,مقطع يظهر اعداد المصابين بالغاز الكيماوي,Use of illegal weapons,Sarin Gas,Daraya Media Office,المركز الإعلامي لمدينة داريا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/داريا%20مقطع%20يظهر%20اعداد%20المصابين%20بالغاز%20الكيماوي%2021-8-2013-LBPnB2zs8jw.mp4,LBPnB2zs8jw,https://www.youtube.com/user/DaryaRevlution,,,,,,,,,,,,,,,,,,,,,,,
CW_1007,Daraya,داريا,36.246869,33.452208,APPROXIMATE,08/21/13 12:00 AM,People from Muadamiyat al-Sham in field hospital,سبعة شهداء وعشرات المصابين من اهالي المعضمية في المشفى الميداني بالقصف بالكيماوي,Use of illegal weapons,Sarin Gas,Daraya Popular Council,المجلس المحلي لمدينة داريا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/داريا%2021-8-2013%20سبعة%20شهداء%20وعشرات%20المصابين%20من%20اهالي%20المعضمية%20في%20المشفى%20الميداني%20بالقصف%20بالكيماوي-C6jlUHMk1_4.mp4,C6jlUHMk1_4,https://www.youtube.com/user/Daraya4Media,,,,,,,,,,,,,,,,,,,,,,,
CW_1008,Daraya,داريا,36.246869,33.452208,APPROXIMATE,08/21/13 12:00 AM,Testimony of field hospital staff on collection of samples from casualties,شهادة أحد أفراد الكادر الطبي حول الغازات السامة وطرق جمع العينات من المصابين,Use of illegal weapons,Sarin Gas,Daraya Popular Council,المجلس المحلي لمدينة داريا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/داريا%2021-8-2013%20هام%20شهادة%20أحد%20أفراد%20الكادر%20الطبي%20حول%20الغازات%20السامة%20وطرق%20جمع%20العينات%20من%20المصابين-bwFA8iPHy_Q.mp4,bwFA8iPHy_Q,https://www.youtube.com/user/Daraya4Media,,,,,,,,,,,,,,,,,,,,,,,
CW_1009,Daraya,داريا,36.246869,33.452208,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,مصابين بالغازات السامة في المشفى الميداني,Use of illegal weapons,Sarin Gas,Daraya Popular Council,المجلس المحلي لمدينة داريا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/داريا%2021-8-2013%20هام%20-%20عشرات%20المصابين%20في%20المشفى%20الميداني%20بالغازات%20السامة-6hlnurmAJHY.mp4,hlnurmAJHY,https://www.youtube.com/user/Daraya4Media,,,,,,,,,,,,,,,,,,,,,,,
CW_1010,Daraya,داريا,36.246869,33.452208,APPROXIMATE,08/23/13 12:00 AM,Testimony on the chemical attack on Muadamiyat al-Sham by man who lost his father and brother,شهادة رجل يتكلم عن القصف الكيماوي على معضمية الشام.,Use of illegal weapons,Sarin Gas,Daraya Popular Council,المجلس المحلي لمدينة داريا,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000141.mp4,,https://www.youtube.com/user/darayamedia80/,,,,,,,,,,,,,,,,,,,,,,,
CW_1011,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack in Duma,إصابات نتيجة القصف الكيماوي على زملكا,Use of illegal weapons,Sarin Gas,Duma Media Office,المكتب الإعلامي لمدينة دوما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D8%AF%D9%88%D9%85%D8%A7%20-%20-%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1%20%D9%88%D8%A7%D9%84%D8%A7%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%AC%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9-QCy6Fp0uAwo.mp4,QCy6Fp0uAwo,https://www.youtube.com/user/FREESYR153/,,,,,,,,,,,,,,,,,,,,,,,
CW_1012,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Child casualties of chemical attack being treated in a field hospital in Duma.,اسعاف الأطفال المصابين بالغازات السامة نتيجة القصف الكيماوي. ,Use of illegal weapons,Sarin Gas,Abdullah al-Shami who is acitizen journalist in Duma,عبد الله الشامي وهو مراسل ميداني في دوما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000150.mp4,,https://www.youtube.com/user/abullahaldoumany/featured,,,,,,,,,,,,,,,,,,,,,,,
CW_1013,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,"Child casualties of chemical attack on Saqba, Hammuriyah, Harasta and Ayn Tarma being treated in a field hospital in Duma.",يظهر الفيديو ضحايا الغازات السامة نتيجة القصف الكيماوي. يتكلم المصور عن القصف الكيماوي في سقبا، حمورية، حرستا وعين ترما.,Use of illegal weapons,Sarin Gas,Fadi Abdullah who is a citizen journalist in Duma,فادي عبد الله مراسل ميداني في دوما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000152.mp4,,https://www.youtube.com/user/islamdoma,,,,,,,,,,,,,,,,,,,,,,,
CW_1014,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack in field hospital in Duma,اسعاف المصابين في دوما,Use of illegal weapons,Sarin Gas,Duma Media Office,المكتب الإعلامي لمدينة دوما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000180.mp4,,https://www.youtube.com/user/FREESYR153/,,,,,,,,,,,,,,,,,,,,,,,
CW_1015,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack in field hospital in Duma,إسعاف المصابين بالغازات الكيماوية في مشافي دوما,Use of illegal weapons,Sarin Gas,Free Duma Network,شبكة أحرار دوما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000187.MP4,,https://www.youtube.com/channel/UCv2Cf6lJJDiRf6FyBja7HBg,,,,,,,,,,,,,,,,,,,,,,,
CW_1016,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack in field hospital in Duma,إسعاف المصابين بالغازات الكيماوية في مشافي دوما,Use of illegal weapons,Sarin Gas,Free Duma Network,شبكة أحرار دوما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/T000000188.MP4,,https://www.youtube.com/channel/UCv2Cf6lJJDiRf6FyBja7HBg,,,,,,,,,,,,,,,,,,,,,,,
CW_1017,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/23/13 12:00 AM,Interview with survivors of the chemical attack,مقابلة مع الناجين من القصف الكيماوي,Use of illegal weapons,Sarin Gas,Fadi Abdullah who is a citizen journalist in Duma,فادي عبد الله مراسل ميداني في دوما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%85%D9%82%D8%A7%D8%A8%D9%84%D8%A7%D8%AA%20%D9%85%D8%B9%20%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%20%D8%A7%D9%84%D9%86%D8%A7%D8%AC%D9%8A%D9%86%20%D9%85%D9%86%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%BA%D9%88%D8%B7%D8%A9%20%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-SBRyGdGPEt0.mp4,SBRyGdGPEt0,https://www.youtube.com/user/islamdoma,,,,,,,,,,,,,,,,,,,,,,,
CW_1018,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Dozens of seriously injured as a result of the chemical attack,عشرات الإصابات الخطيرة نتيجة القصف بالمواد الكيماوية,Use of illegal weapons,Sarin Gas,Nidaa Al Sham Media Association,مؤسسة نداء شام الاعلامية,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%86%D8%AF%D8%A7%D8%A1%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20_%20%D8%A7%D9%84%D8%BA%D9%88%D8%B7%D8%A9%20_%20(%D9%87%D8%A7%D8%A7%D8%A7%D8%A7%D9%85%20%D9%88%D8%AE%D8%B7%D9%8A%D8%B1)%20%D8%B9%D8%B4%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%B1%D8%A9%20%D9%86%D8%AA%D9%8A%D8%AC%D8%A9%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%AF%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A9%202013_8_21-JTJUkNK8xI8.mp4,JTJUkNK8xI8,https://www.youtube.com/channel/UCwys1qb9xybJ1bwCYipwomw,,,,,,,,,,,,,,,,,,,,,,,
CW_1019,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,One of the casualties of the chemical attack,اسعاف احد المصابين بالغازات الكيماوية,Use of illegal weapons,Sarin Gas,Nidaa Al Sham Media Association,مؤسسة نداء شام الاعلامية,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%86%D8%AF%D8%A7%D8%A1%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20_%20%D8%AF%D9%88%D9%85%D8%A7%20_%20%D8%A7%D9%84%D9%83%D8%A7%D8%AF%D8%B1%20%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%20%D8%A3%D8%AB%D9%86%D8%A7%D8%A1%20%D9%82%D9%8A%D8%A7%D9%85%D9%87%20%D8%A8%D9%85%D8%B9%D8%A7%D9%84%D8%AC%D8%A9%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%202013_8_21-wISKzpsGqI8.mp4,wISKzpsGqI8,https://www.youtube.com/channel/UCwys1qb9xybJ1bwCYipwomw,,,,,,,,,,,,,,,,,,,,,,,
CW_1127,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,ضحايا القصف الكيماوي,Use of illegal weapons,Sarin Gas,Abdullah al-Shami who is acitizen journalist in Duma,عبد الله الشامي وهو مراسل ميداني في دوما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%84%D8%AD%D8%B8%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D9%88%D8%AA%20%D8%A8%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D8%AD%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%20...%20%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%AF%D9%88%D9%85%D8%A7-daDtPb8epGU.mp4,daDtPb8epGU,https://www.youtube.com/user/abullahaldoumany,,,,,,,,,,,,,,,,,,,,,,,
CW_1135,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Casualty of chemical attack,إحدى إصابات الكيماوي,Use of illegal weapons,Sarin Gas,Nidaa Al Sham Media Association,مؤسسة نداء شام الاعلامية,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%86%D8%AF%D8%A7%D8%A1%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20_%20%D8%A3%D8%AD%D8%AF%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%D8%A8%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%AF%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A9%2021-8-2013-frmmOk1xATM.mp4,frmmOk1xATM,https://www.youtube.com/channel/UCwys1qb9xybJ1bwCYipwomw,,,,,,,,,,,,,,,,,,,,,,,
CW_1136,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Casualties of chemical attack,ضحايا القصف الكيماوي,Use of illegal weapons,Sarin Gas,Nidaa Al Sham Media Association,مؤسسة نداء شام الاعلامية,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%86%D8%AF%D8%A7%D8%A1%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20_%20%D8%A7%D9%84%D8%BA%D9%88%D8%B7%D8%A9%20_%20'%D9%85%D8%A4%D8%AB%D8%B1'%20%D8%A3%D8%AD%D8%AF%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%D9%88%D9%87%D9%88%20%D9%8A%D9%86%D8%B7%D9%82%20%D8%A7%D9%84%D8%B4%D9%87%D8%A7%D8%AF%D8%A9%20%D8%A8%D8%B9%D8%AF%20%D8%A5%D8%B3%D8%AA%D9%86%D8%B4%D8%A7%D9%82%D9%87%20%D9%84%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9%202013_8_21-q4KggDHXDfU.mp4,q4KggDHXDfU,https://www.youtube.com/channel/UCwys1qb9xybJ1bwCYipwomw,,,,,,,,,,,,,,,,,,,,,,,
CW_1137,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Symptoms of those injured in the chemical attack,اعراض الاصابات بالغاز السام على المدنيين,Use of illegal weapons,Sarin Gas,Nidaa Al Sham Media Association,مؤسسة نداء شام الاعلامية,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%86%D8%AF%D8%A7%D8%A1%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20_%20%D8%A7%D9%84%D8%BA%D9%88%D8%B7%D8%A9%20_%20(%D9%87%D8%A7%D8%A7%D8%A7%D8%A7%D9%85%20%D8%AC%D8%AF%D8%A7%D9%8B)%20%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D9%88%D8%AD%D8%A7%D9%84%D8%A7%D8%AA%20%D8%A5%D8%AE%D8%AA%D9%84%D8%A7%D8%AC%20%D9%88%D9%85%D8%B5%D8%A7%D8%A8%D9%88%D9%86%20%D9%8A%D9%86%D8%B7%D9%82%D9%88%D9%86%20%D8%A7%D9%84%D8%B4%D9%87%D8%A7%D8%AF%D8%A9%20%D8%A8%D8%A2%D8%AE%D8%B1%20%D9%84%D8%AD%D8%B8%D8%A7%D8%AA%20%D8%AD%D9%8A%D8%A7%D8%AA%D9%87%D9%85-Fl0RyY1l3zU.mp4,Fl0RyY1l3zU,https://www.youtube.com/channel/UCwys1qb9xybJ1bwCYipwomw,,,,,,,,,,,,,,,,,,,,,,,
CW_1138,Duma,دوما,36.401873,33.572677,APPROXIMATE,08/21/13 12:00 AM,Symptoms of children injured in the chemical attack,اعراض الاصابات بالغاز السام على الأطفال,Use of illegal weapons,Sarin Gas,Nidaa Al Sham Media Association,مؤسسة نداء شام الاعلامية,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D9%86%D8%AF%D8%A7%D8%A1%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20_%20%D8%A7%D9%84%D8%BA%D9%88%D8%B7%D8%A9%20_%20(%D9%87%D8%A7%D8%A7%D8%A7%D8%A7%D9%85%20%D8%AC%D8%AF%D8%A7%D9%8B)%20%D8%AD%D8%A7%D9%84%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A5%D8%AE%D8%AA%D9%84%D8%A7%D8%AC%20%D9%84%D8%AF%D9%89%20%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%20%D8%A7%D9%84%D8%B1%D8%B6%D8%B9%20%D9%86%D8%AA%D9%8A%D8%AC%D8%A9%20%D8%A5%D8%B3%D8%AA%D9%86%D8%B4%D8%A7%D9%82%D9%87%D9%85%20%D9%84%D9%84%D8%BA%D8%A7%D8%B2%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A-hfN8cHOHACY.mp4,hfN8cHOHACY,https://www.youtube.com/channel/UCwys1qb9xybJ1bwCYipwomw,,,,,,,,,,,,,,,,,,,,,,,
CW_1090,Duma,دوما,36.3510736,33.5261956,APPROXIMATE,08/21/13 12:00 AM,Dozens of casualties as a result of chemical attack,عشرات الشهداء نتيجة قصف بغاز السارين,Use of illegal weapons,Sarin Gas,Abdullah al-Shami who is acitizen journalist in Duma,عبد الله الشامي وهو مراسل ميداني في دوما,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/دوما%20-%20عشرات%20الشهداء%20نتيجة%20قصف%20الأسد%20كيماوي%20السارين%20على%20زملكا-KTSVC-FrQzw.mp4,KTSVC-FrQzw,https://www.youtube.com/user/abullahaldoumany/featured,,,,,,,,,,,,,,,,,,,,,,,
CW_1020,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/20/13 12:00 AM,One of the casualties of the chemical attack,أحد المصابين بالغازات السامة,Use of illegal weapons,Sarin Gas,Erbin Hospital,مشفى عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D8%A3%D8%AD%D8%AF%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9-ptm06NEmUrw.mp4,ptm06NEmUrw,https://www.youtube.com/channel/UC1R6zL1yreMHwLoVDgU28gQ,,,,,,,,,,,,,,,,,,,,,,,
CW_1021,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Child casualty in one of the field hospitals,إسعاف طفلة في مشفى ميداني نتيجة اصابتها بالقصف الكيماوي,Use of illegal weapons,Sarin Gas,Unified Media Office in Erbin,المكتب الاعلامي الموحد عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D8%B3%D8%A7%D8%B9%D8%AF%D9%86%D9%8A%20%D8%B9%D9%85%D9%88%20%20%20%20%D8%A3%D9%86%D8%A7%20%D8%B9%D8%A7%D9%8A%D8%B4%D8%A9%20!!%20%D8%B5%D8%B1%D8%AE%D8%A9%20%D8%A3%D9%85%D9%84%20%D9%85%D9%86%20%D8%A3%D8%AD%D8%AF%D9%89%20%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%20%D8%A7%D9%84%D9%86%D8%A7%D8%AC%D9%8A%D9%86%20%D9%85%D9%86%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%20%D8%A8%D8%B9%D8%AF%20%D9%81%D9%82%D8%AF%D8%A7%D9%86%20%D8%A3%D9%87%D9%84%D9%87%D8%A7%20%23%20%D8%A7%D9%84%D8%BA%D9%88-ZepXGT7om6c.mp4,ZepXGT7om6c,https://www.youtube.com/user/umoerbeen,,,,,,,,,,,,,,,,,,,,,,,
CW_1022,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/20/14 12:00 AM,Testimony of the Head of the Medical Council in Erbin,شهادة رئيس المجلس الطبي في مدينة عربين,Use of illegal weapons,Sarin Gas,Unified Media Office in Erbin,المكتب الاعلامي الموحد عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D8%B4%D9%87%D8%A7%D8%AF%D8%A9%20%D8%B1%D8%A6%D9%8A%D8%B3%20%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%B3%20%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%20%D9%81%D9%8A%20%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%B9%D8%B1%D8%A8%D9%8A%D9%86%20%D9%84%D9%85%D8%AC%D8%B2%D8%B1%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%202013%20HD-a1gznSipapg.mp4,a1gznSipapg,https://www.youtube.com/user/umoerbeen,,,,,,,,,,,,,,,,,,,,,,,
CW_1023,Erbin,عربين,36.365787,33.538893,APPROXIMATE,08/21/13 12:00 AM,Child casualty in one of the field hospitals,اسعاف طفل في احدى المشافي الميدانية,Use of illegal weapons,Sarin Gas,Unified Media Office in Erbin,المكتب الاعلامي الموحد عربين,http://syriantechies.com/files/chemicalweapons/Damascus%20Countryside/%D8%B9%D8%B1%D8%A8%D9%8A%D9%86%20%23%20%D9%85%D8%AD%D8%A7%D9%88%D9%84%D8%A9%20%D8%A3%D9%86%D9%82%D8%A7%D8%B0%20%D8%AD%D9%8A%D8%A7%D8%A9%20%D8%A3%D8%AD%D8%AF%20%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%D8%A8%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D8%AD%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%20%D9%81%D9%8A%20%D8%A7%D8%AD%D8%AF%20%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%81%D9%8A%20%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9%2021%208%202013-NnsNq4DC7II.mp4,NnsNq4DC7II,https://www.youtube.com/user/umoerbeen,,,,,,,,,,,,,,,,,,,,,,,
